Fall;Gewicht;Erreichbarkeit;STICH;f1;f2_question;f2A1;f2A2;f2A3;f2A4;f2A5;f3_question;f3A1;f3A2;f3A3;f3A4;f3A5;f3A6;f4_question;f4A1;f4A2;f4A3;f4A4;f4A5;f4A6;f4A7;f4A8;f4A9;f4A10;f4A11;f5;f6_question;f6A1_1;f6A2_1;f6A3_1;f6A4_1;f6A5_1;f7;f8_question;f8A1_1;f8A2_1;f8A3_1;f8A4_1;f8A5_1;f8A6_1;f8A7_1;f8A8_1;f8A9_1;f9_question;f9A1_1;f9A2_1;f9A3_1;f9A4_1;f10_question;f10A1;f10A2;f10A3;f10A4;f10A5;f10A6;f11;f11b;f11c;f12;f13_question;f13A1_1;f13A2_1;f13A3_1;f14;f14b;f15;f16;f17;f18;f19_question;f19A1_1;f19A2_1;f19A3_1;f19A4_1;f19A5_1;f19A6_1;f20_question;f20A1_1;f20A2_1;f20A3_1;f20A4_1;f20A5_1;f20A6_1;f20A7_1;f20A8_1;f20A9_1;f20A10_1;f20A11_1;f21_question;f21A1;f21A2;f21A3;f21A4;f21A5;f21A6;f21A7;f21A8;f21A9;f21A10;f21A11;f21A12;f21A13;f22;f23_question;f23A1_1;f23A2_1;f23A3_1;f23A4_1;f24;f24b_question;f24bA1;f24bA2;f24bA3;f24bA4;f24bA5;f24bA6;f24bA7;f25;s1;s2A1;s2neu;S2b;s3A1;s4A1;s5;s6;s6b;s7;BLX;GGK7;GKBIK10
1039;0,84236003;aus DatenschutzgrÅnden gelîscht ;2;2;;0;0;0;1;0;;1;1;1;1;0;0;;1;0;0;1;0;0;1;0;0;0;0;4;;2;2;3;1;2;3;;1;2;3;1;1;3;1;9;1;;1;1;1;2;;1;1;0;0;0;0;1;2;;1;;2;2;2;2;;1;1;1;1;;2;2;4;3;3;1;;1;2;1;2;2;1;1;1;1;2;3;;1;1;1;0;1;1;1;1;1;0;0;0;;1;;2;3;3;3;2;;;;;;;;;1;1;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;1;1;5;1;4;7;9;6;10
1040;1,11869792;aus DatenschutzgrÅnden gelîscht ;1;3;;1;1;1;0;0;;1;1;0;1;0;0;;0;0;0;0;0;0;0;0;0;1;0;3;;2;2;2;2;3;2;;1;1;3;1;1;3;1;2;2;;2;2;;3;;1;0;0;0;0;0;1;3;;1;;4;1;1;2;;4;2;3;3;;4;1;2;2;1;2;;2;1;2;1;3;1;1;1;2;1;3;;1;1;1;0;1;1;1;1;1;0;0;0;;1;;1;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;3;5;;4;9;7;10
1041;1,05422666;aus DatenschutzgrÅnden gelîscht ;2;2;;0;1;1;0;0;;0;0;0;1;0;0;;1;0;1;0;0;1;1;0;0;0;0;4;;2;3;1;4;4;3;;2;1;9;1;1;1;1;1;2;;;;;9;;1;0;0;0;0;0;1;4;;1;;4;1;2;2;;1;1;3;1;;2;3;4;4;4;1;;1;1;2;1;1;1;2;2;1;1;9;;0;1;1;1;1;1;1;1;1;0;0;0;;1;;3;3;3;3;1;;1;1;0;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;1;aus DatenschutzgrÅnden gelîscht ;2;2;5;8;;8;9;3;7
1042;0,86825391;aus DatenschutzgrÅnden gelîscht ;1;4;;1;0;0;0;0;;1;1;1;1;0;0;;1;0;1;1;0;0;1;0;0;0;0;4;;2;3;4;4;4;2;;1;2;3;1;9;1;2;1;1;;3;1;3;3;;1;0;0;0;0;0;1;3;;1;;3;2;2;2;;3;;3;3;;4;2;2;2;2;1;;1;1;1;3;1;1;3;1;2;2;2;;1;1;0;1;1;1;1;1;1;0;0;0;;2;;1;3;3;3;1;;0;1;1;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;5;5;;3;6;4;9
1043;0,62427282;aus DatenschutzgrÅnden gelîscht ;1;1;;1;1;0;0;0;;1;1;0;1;0;0;;1;0;1;0;0;0;0;0;0;0;0;2;;3;2;1;1;3;2;;1;2;2;1;1;1;1;2;1;;3;2;;3;;1;0;0;0;0;0;1;4;;1;;4;2;4;2;;3;;2;3;;3;2;3;1;3;3;;2;1;1;1;1;1;1;1;3;3;2;;1;1;1;1;0;1;1;1;1;0;0;0;;2;;2;3;3;9;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;1;1;2;5;;3;1;6;8
1044;1,07442455;aus DatenschutzgrÅnden gelîscht ;1;2;;0;1;0;0;0;;0;1;0;1;0;0;;0;0;1;1;0;0;0;1;0;0;0;2;;3;3;3;2;4;3;;2;2;1;2;1;3;1;1;9;;;1;;2;;1;1;0;0;0;0;1;4;;1;;4;2;2;3;;2;3;1;1;;2;2;3;9;2;2;;2;2;1;1;1;1;1;1;2;2;3;;1;1;1;0;1;1;0;1;0;0;0;0;;3;;2;3;3;3;1;;0;1;0;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;4;3;5;9;;5;6;7;10
1045;0,94507422;aus DatenschutzgrÅnden gelîscht ;1;1;;1;1;1;0;0;;1;1;1;1;0;0;;1;0;0;0;1;0;1;1;0;0;0;3;;4;4;1;1;4;1;;2;2;1;2;1;1;1;2;1;;2;1;1;1;;0;1;0;0;0;0;2;;1;1;;4;2;2;2;;2;1;4;1;;2;3;4;4;3;1;;2;1;2;2;1;1;3;1;1;2;1;;1;0;1;1;1;1;1;0;1;0;0;0;;2;;2;3;3;3;2;;;;;;;;;1;1;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;2;2;4;5;;8;16;2;7
1046;0,83096101;aus DatenschutzgrÅnden gelîscht ;1;2;;1;0;0;0;0;;1;1;1;0;0;0;;1;0;1;1;1;0;0;1;0;0;0;2;;4;4;3;1;1;1;;1;1;2;2;1;1;2;1;2;;1;2;2;;;1;0;1;0;0;0;2;;2;1;;3;2;2;2;;3;;3;1;;2;1;3;2;2;1;;1;1;1;1;2;1;1;1;3;1;3;;1;1;0;0;1;1;1;0;0;0;0;0;;1;;1;3;3;3;2;;;;;;;;;1;2;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;3;3;5;12;;7;5;4;10
1047;0,65240841;aus DatenschutzgrÅnden gelîscht ;1;1;;1;1;0;0;0;;1;0;1;1;0;0;;1;0;1;1;0;1;1;0;0;0;0;3;;9;3;2;1;1;2;;1;1;1;1;2;2;3;2;2;;3;;2;3;;1;0;0;0;0;0;1;3;;1;;2;2;3;2;;2;1;2;3;;4;2;1;2;1;1;;2;1;3;1;1;1;3;1;1;1;2;;0;0;0;1;0;0;0;1;0;0;0;0;;2;;1;3;3;2;3;;;;;;;;;1;2;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;4;5;;3;15;3;7
1048;1,01585655;aus DatenschutzgrÅnden gelîscht ;1;2;;1;1;1;0;0;;1;1;1;1;0;0;;1;0;1;0;1;1;1;1;0;0;0;2;;1;1;3;3;3;2;;1;1;1;2;1;1;1;3;1;;4;1;3;4;;0;0;0;0;0;1;1;4;;1;;4;4;2;2;;3;;2;2;;4;1;1;1;2;2;;3;3;2;2;3;3;3;1;3;3;2;;0;1;1;1;0;1;1;1;0;0;0;0;;2;;9;3;3;3;1;;1;0;0;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;1;1;3;5;;5;8;3;4
1049;0,54559258;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;0;1;;0;1;1;1;0;0;;1;0;1;0;1;0;0;0;0;0;0;2;;4;1;1;2;2;3;;2;1;3;1;1;1;1;2;2;;;2;1;4;;1;1;1;0;0;0;1;4;;4;;3;2;1;1;1;2;1;3;2;;4;1;4;1;3;1;;3;3;1;1;3;2;2;1;2;2;9;;1;1;0;1;1;1;1;1;1;0;0;0;;1;;2;3;3;3;1;;1;1;0;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;1;1;4;1;2;5;6;3;7
1050;0,68383236;aus DatenschutzgrÅnden gelîscht ;1;2;;0;1;0;0;0;;1;0;0;1;0;0;;1;0;1;1;1;0;1;0;0;0;0;2;;1;2;3;4;2;1;;2;1;1;1;1;1;2;9;1;;2;;;2;;1;1;1;0;0;0;1;4;;2;;2;3;3;1;1;2;2;4;3;;2;1;4;2;2;1;;2;2;1;3;1;2;2;1;2;1;3;;1;0;1;0;1;1;1;1;0;0;0;0;;2;;1;3;3;3;1;;1;1;1;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;3;2;3;8;8;4;4
1051;0,66743417;aus DatenschutzgrÅnden gelîscht ;1;2;;1;1;0;0;0;;1;1;0;1;0;0;;0;0;0;0;0;0;1;0;0;0;0;2;;3;1;3;2;3;1;;1;2;2;1;3;1;3;2;2;;2;1;;2;;0;0;0;1;0;0;2;;3;1;;3;2;2;1;2;1;1;4;3;;2;2;4;4;2;2;;2;1;2;1;1;2;3;2;2;3;3;;0;1;1;1;0;1;1;1;1;0;0;0;;1;;1;3;3;2;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;4;4;4;4;;7;9;3;7
1052;0,92876196;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;1;0;;1;1;0;1;0;0;;0;0;0;1;0;0;1;1;0;0;0;4;;2;3;2;1;2;2;;2;1;2;2;1;2;2;1;1;;3;1;;2;;1;0;0;0;0;0;2;;2;1;;4;2;4;2;;2;2;3;1;;2;2;3;4;2;3;;1;2;1;2;3;3;2;2;2;3;3;;1;1;0;0;1;1;0;1;0;0;0;0;;2;;1;3;3;3;1;;1;0;0;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;4;4;5;1;3;5;5;3;7
1053;0,69040343;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;1;0;;0;1;0;0;0;0;;1;0;0;1;1;0;1;0;0;0;0;3;;1;2;2;9;3;3;;2;1;3;2;1;1;2;2;1;;;1;;;;1;1;0;0;0;0;1;4;;1;;1;9;4;1;2;1;1;4;2;;3;1;2;3;2;2;;2;2;2;1;3;2;3;3;2;3;3;;1;0;0;0;1;0;1;0;1;0;0;0;;1;;2;3;3;2;1;;1;0;1;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;3;3;4;1;2;5;9;1;7
1054;0,99150555;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;1;0;0;;1;1;1;1;0;0;;0;0;1;1;1;0;0;0;0;0;0;2;;2;1;2;2;1;1;;1;1;3;1;1;1;2;9;2;;1;2;2;1;;1;0;1;0;0;0;1;4;;1;;3;2;2;2;;1;1;4;1;;1;2;4;4;3;2;;1;1;1;2;3;1;2;1;2;2;3;;1;1;1;1;1;1;1;1;1;0;0;0;;1;;1;3;3;3;1;;1;0;1;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;3;5;;7;9;7;10
1055;0,58921663;aus DatenschutzgrÅnden gelîscht ;2;2;;1;0;0;0;0;;0;1;1;1;0;0;;1;0;1;1;1;0;1;1;0;0;0;4;;4;2;1;1;3;3;;2;2;1;2;1;2;2;2;1;;;2;1;1;;1;1;0;0;0;0;3;;;1;;1;4;4;2;;1;1;5;3;;2;2;1;1;1;4;;2;2;2;1;3;2;3;1;3;3;3;;1;1;1;0;1;1;1;1;0;0;0;0;;2;;1;1;3;1;1;;1;0;1;0;0;0;;1;1;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;3;3;3;1;3;6;5;7;10
1056;1,02646493;aus DatenschutzgrÅnden gelîscht ;2;5;;1;0;1;0;0;;1;1;1;1;0;0;;1;0;0;1;0;1;1;0;0;0;0;4;;4;4;1;2;2;3;;2;1;3;2;1;3;1;2;2;;1;2;2;2;;1;1;0;0;0;0;1;5;;1;;1;3;4;1;1;2;1;4;3;;3;2;4;2;1;2;;2;2;1;2;3;2;2;2;1;2;3;;1;1;1;0;1;1;1;1;0;0;0;0;;2;;1;3;3;3;1;;1;0;1;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;1;aus DatenschutzgrÅnden gelîscht ;4;4;5;8;;5;9;7;10
1057;0,91129546;aus DatenschutzgrÅnden gelîscht ;1;3;;0;1;1;0;0;;1;1;0;1;0;0;;1;0;1;1;0;0;1;0;0;0;0;4;;2;2;2;1;1;3;;1;2;1;1;2;2;1;1;1;;2;1;;1;;1;1;1;0;0;0;2;;2;4;;4;2;1;2;;1;1;2;1;;2;3;4;4;2;4;;2;2;2;1;2;1;1;1;2;2;3;;1;1;1;1;1;1;1;0;1;0;0;0;;2;;3;3;3;3;2;;;;;;;;;1;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;4;4;7;1;3;5;9;2;7
1058;0,25980238;aus DatenschutzgrÅnden gelîscht ;2;2;;1;0;0;0;0;;1;1;0;1;0;0;;1;0;1;1;0;0;1;0;0;0;0;2;;4;3;4;1;4;2;;1;1;3;2;1;1;1;2;2;;4;1;;3;;1;0;0;0;0;0;2;;3;1;;3;2;9;2;;1;1;2;3;;4;1;3;1;1;9;;1;2;2;3;1;2;2;1;9;3;3;;0;1;1;1;1;1;0;1;1;0;0;0;;1;;3;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;5;3;4;9;;5;11;7;10
1059;0,61366025;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;1;0;;1;1;1;1;0;0;;1;0;0;1;1;0;1;1;0;0;0;1;;2;1;3;3;2;1;;9;1;1;1;2;2;1;1;2;;1;1;1;2;;1;1;0;0;0;0;1;2;;2;;1;2;4;2;;2;1;2;1;;1;2;9;4;3;1;;1;1;1;9;1;1;1;1;2;3;2;;1;0;1;1;1;1;0;1;0;0;0;0;;3;;2;3;3;3;1;;0;1;1;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;1;1;4;1;8;7;9;2;9
1060;0,56027201;aus DatenschutzgrÅnden gelîscht ;2;1;;0;1;0;0;0;;1;1;1;1;0;0;;1;0;0;1;1;0;1;1;0;0;0;2;;2;4;2;1;1;1;;2;1;1;2;1;1;2;3;1;;1;3;2;2;;1;1;1;0;0;0;1;3;;1;;4;2;2;2;;1;1;5;3;;2;2;4;4;2;1;;2;2;2;2;2;1;2;2;3;3;2;;1;1;1;1;0;1;1;1;1;0;0;0;;1;;1;3;3;3;3;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;1;1;7;1;5;3;5;6;8
1061;1,15412278;aus DatenschutzgrÅnden gelîscht ;1;2;;0;1;0;0;0;;1;1;1;1;0;0;;1;0;0;1;0;0;1;0;0;0;0;1;;4;1;1;1;4;1;;9;2;2;1;1;2;2;1;2;;2;1;2;2;;1;0;1;0;0;0;1;5;;1;;3;4;1;2;;1;1;2;1;;1;1;4;3;3;4;;2;2;1;2;1;1;3;1;2;2;1;;0;1;0;1;1;1;1;1;1;0;0;0;;2;;1;3;3;3;1;;0;1;1;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;4;5;;4;5;6;10
1062;0,57766825;aus DatenschutzgrÅnden gelîscht ;1;2;;0;1;0;0;0;;0;1;0;1;0;0;;1;1;1;1;1;0;1;0;0;0;0;4;;4;4;1;4;1;3;;1;2;1;1;1;1;1;3;1;;;1;;2;;1;0;0;0;0;0;1;3;;1;;4;4;1;2;;3;;3;1;;2;9;3;3;9;2;;1;1;2;1;1;1;2;2;2;1;2;;0;0;1;1;1;1;1;0;0;0;0;0;;2;;2;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;5;5;4;5;;6;5;6;8
1063;0,99281639;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;1;0;0;;0;1;0;1;0;0;;1;0;1;0;1;0;1;0;0;0;0;3;;4;2;3;1;2;1;;1;2;2;2;1;1;2;9;1;;;1;;4;;1;1;1;0;0;0;2;;2;4;;4;1;2;2;;1;1;1;2;;3;1;3;4;2;3;;9;3;3;3;2;2;2;2;3;3;2;;0;1;1;1;1;1;0;1;1;0;0;0;;1;;3;3;3;3;1;;1;1;0;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;2;2;3;1;2;6;8;7;10
1064;0,65442972;aus DatenschutzgrÅnden gelîscht ;1;3;;1;0;0;0;0;;1;1;0;1;0;0;;0;1;1;1;1;1;1;0;0;0;0;3;;3;2;3;2;4;3;;2;2;1;2;2;1;1;2;3;;2;1;;1;;1;0;0;0;0;0;1;4;;1;;3;2;1;2;;2;2;4;1;;1;3;3;1;1;1;;2;1;1;2;1;1;1;1;2;3;1;;0;1;1;1;1;1;0;1;1;0;0;0;;2;;2;9;3;3;2;;;;;;;;;1;2;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;1;1;5;5;;4;9;3;9
1065;0,75415129;aus DatenschutzgrÅnden gelîscht ;1;2;;0;1;0;0;0;;0;1;0;1;0;0;;1;0;0;1;0;0;1;0;0;0;0;3;;4;2;2;3;3;3;;1;1;1;1;1;1;2;1;1;;;2;;3;;1;0;1;0;0;0;1;3;;1;;3;1;1;1;2;1;1;3;3;;2;2;3;2;1;2;;2;2;1;1;1;3;3;1;3;2;3;;0;1;1;0;1;1;1;1;1;0;0;0;;1;;1;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;2;2;7;3;;4;9;7;10
1066;0,67004477;aus DatenschutzgrÅnden gelîscht ;2;2;;0;1;0;0;0;;0;1;0;1;0;0;;1;0;1;1;0;0;1;0;0;0;0;2;;2;1;4;1;3;3;;2;2;1;2;1;2;1;2;2;;;1;;2;;1;1;0;0;0;0;1;1;;2;;9;1;1;2;;1;1;5;1;;2;2;4;2;2;1;;2;2;1;2;9;1;1;2;9;9;3;;1;0;1;1;1;0;0;0;1;0;0;0;;2;;3;3;3;3;1;;1;0;1;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;4;1;3;4;9;5;8
1067;1,82335302;aus DatenschutzgrÅnden gelîscht ;2;2;;0;1;1;0;0;;0;1;0;1;0;0;;1;0;0;1;0;0;1;0;0;0;0;3;;4;1;4;2;3;1;;1;1;1;1;1;1;9;1;2;;;2;;2;;1;1;1;0;0;0;1;3;;1;;3;2;1;2;;1;1;4;1;;1;3;4;4;3;2;;1;1;1;1;2;1;1;1;1;1;2;;1;1;1;0;1;1;0;0;1;0;0;0;;1;;1;3;3;3;1;;0;0;0;0;0;1;;1;1;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;3;2;5;1;3;5;5;4;9
1068;0,69095826;aus DatenschutzgrÅnden gelîscht ;1;2;;0;1;1;0;0;;0;1;0;1;0;0;;1;0;1;1;0;1;1;0;0;0;0;4;;4;1;3;1;2;3;;1;1;3;1;1;3;2;2;1;;;2;;2;;0;1;0;0;0;0;2;;1;1;;1;1;4;2;;1;2;2;3;;2;3;1;3;2;1;;2;1;1;2;1;2;3;1;2;3;3;;0;0;1;0;0;1;0;0;0;0;0;0;;2;;2;2;2;1;1;;1;1;1;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;2;2;5;1;3;4;11;7;10
1069;0,58110052;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;0;1;;1;1;1;1;0;0;;1;0;1;1;1;0;0;0;0;0;0;2;;4;1;3;3;2;2;;1;1;1;1;1;1;2;1;2;;3;3;2;3;;1;1;1;0;0;0;1;4;;1;;3;1;2;2;;1;1;2;2;;1;9;4;1;1;2;;1;1;1;3;3;3;3;2;2;2;3;;0;1;1;1;1;1;1;1;0;0;0;0;;2;;1;3;3;3;1;;0;0;1;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;2;2;3;1;3;4;3;4;4
1070;4,00041445;aus DatenschutzgrÅnden gelîscht ;1;2;;0;1;1;0;0;;0;1;0;1;0;0;;1;0;1;1;0;0;1;0;0;0;0;3;;3;3;4;2;2;1;;1;2;1;1;1;2;2;2;2;;;1;;1;;1;0;1;0;0;0;1;1;;2;;4;1;2;2;;3;;3;3;;1;4;3;4;1;1;;9;1;1;1;1;2;2;1;2;2;2;;1;1;0;1;0;1;1;1;1;0;0;0;;1;;2;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;5;4;3;5;;5;8;3;5
1071;0,41518164;aus DatenschutzgrÅnden gelîscht ;1;2;;0;1;1;0;0;;1;1;1;1;0;0;;1;0;1;1;1;0;1;0;0;0;0;3;;3;2;1;2;9;4;;2;2;2;2;2;2;2;2;2;;2;2;2;1;;1;1;0;0;0;0;1;5;;1;;3;9;9;2;;1;2;5;1;;2;1;2;4;1;9;;2;2;1;1;1;1;1;1;1;2;3;;1;1;1;1;1;1;1;1;1;0;0;0;;2;;2;3;3;3;1;;1;1;1;0;0;0;;1;1;aus DatenschutzgrÅnden gelîscht ;1;aus DatenschutzgrÅnden gelîscht ;4;4;2;6;;5;3;5;7
1072;0,60633323;aus DatenschutzgrÅnden gelîscht ;1;1;;1;1;0;0;0;;0;1;0;1;0;0;;1;0;1;1;0;0;0;1;0;0;0;4;;1;4;1;1;4;2;;1;1;2;2;2;1;1;1;1;;;1;;3;;1;0;0;0;0;0;2;;2;1;;4;2;2;2;;2;1;2;3;;4;2;2;1;2;1;;1;1;2;1;2;2;2;2;1;2;2;;1;1;0;1;1;1;0;1;1;0;0;0;;2;;2;3;3;2;1;;1;1;0;0;0;0;;1;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;1;1;4;1;3;3;9;3;4
1073;0,58479123;aus DatenschutzgrÅnden gelîscht ;1;2;;1;1;1;0;0;;1;1;0;1;0;0;;1;0;1;0;1;0;1;0;0;0;0;2;;2;2;3;2;3;1;;2;1;1;1;2;1;2;3;1;;1;2;;1;;1;1;1;0;0;0;1;3;;1;;3;1;3;1;1;1;2;2;1;;2;2;3;3;3;2;;2;1;2;1;1;1;2;1;1;2;3;;1;1;0;0;1;1;1;1;1;0;0;0;;2;;1;3;3;3;1;;0;1;0;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;3;3;5;2;3;5;5;5;9
1074;0,90180529;aus DatenschutzgrÅnden gelîscht ;1;2;;1;1;0;0;0;;1;1;0;1;0;0;;1;0;1;1;0;0;1;0;0;0;0;3;;2;1;3;3;2;2;;1;1;3;1;9;1;1;9;1;;3;2;;2;;1;0;0;0;0;0;2;;2;3;;4;2;1;2;;3;;3;3;;2;3;4;3;1;2;;2;2;3;1;1;9;2;3;2;2;3;;1;1;1;1;1;1;1;1;1;0;0;0;;2;;3;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;3;5;;8;5;5;7
1075;0,81088817;aus DatenschutzgrÅnden gelîscht ;1;2;;1;0;1;0;0;;1;0;1;1;0;0;;0;0;1;1;1;0;1;0;0;0;0;3;;3;2;4;4;1;2;;3;1;3;1;3;1;1;9;1;;4;;2;4;;1;1;0;0;0;0;1;3;;2;;1;4;4;1;1;2;1;2;2;;4;2;2;1;1;2;;1;1;2;2;3;2;3;2;3;3;3;;1;1;0;0;1;1;1;1;1;0;0;0;;2;;9;3;3;3;1;;1;1;1;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;7;1;4;8;5;6;8
1076;0,60633323;aus DatenschutzgrÅnden gelîscht ;1;3;;1;0;0;0;0;;1;0;1;1;0;0;;1;0;1;1;1;0;0;0;0;0;0;4;;2;2;3;3;1;1;;2;1;1;2;1;3;2;2;2;;9;;2;4;;1;1;0;0;0;0;1;4;;1;;4;3;1;2;;1;1;3;2;;4;1;2;2;2;1;;3;3;2;3;2;3;3;2;2;3;3;;1;1;0;1;1;1;1;1;1;0;0;0;;1;;3;3;3;3;1;;0;1;0;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;1;1;4;4;;2;9;3;8
1077;1,02579422;aus DatenschutzgrÅnden gelîscht ;2;1;;1;0;0;0;0;;0;1;0;1;0;0;;1;0;1;1;0;0;1;0;0;0;0;3;;4;2;2;2;3;3;;1;1;1;1;3;2;1;2;1;;;1;;3;;0;1;0;0;0;0;1;4;;1;;4;2;1;1;2;1;1;3;2;;1;1;4;3;2;9;;3;3;9;2;2;2;9;2;1;2;3;;0;1;1;1;0;1;1;1;1;0;0;0;;2;;1;3;3;3;1;;0;0;1;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;2;2;4;5;;4;9;2;4
1078;0,94529002;aus DatenschutzgrÅnden gelîscht ;1;2;;1;0;0;0;0;;0;1;0;1;0;0;;1;0;1;0;1;0;1;0;0;0;0;2;;2;2;3;3;1;1;;1;2;1;1;1;1;1;1;1;;;1;;1;;0;1;0;0;0;0;1;2;;2;;4;2;2;2;;1;1;3;3;;2;2;9;3;3;2;;1;1;2;9;2;2;2;2;1;1;3;;1;1;1;0;1;1;1;1;1;0;0;0;;2;;1;3;3;1;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;3;5;;4;9;3;7
1079;1,47382340;aus DatenschutzgrÅnden gelîscht ;2;2;;1;0;1;0;0;;1;1;0;1;0;0;;1;0;1;0;1;0;1;0;0;0;0;4;;4;2;4;2;4;2;;9;1;2;2;2;1;3;2;2;;3;1;;4;;1;1;1;0;0;0;1;4;;1;;2;2;3;1;1;2;1;1;2;;4;1;1;1;1;1;;3;3;3;3;3;3;3;2;3;3;2;;0;0;0;1;0;1;0;1;0;0;0;0;;1;;3;2;2;1;1;;0;1;0;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;1;1;4;1;2;4;3;4;9
1080;1,07239422;aus DatenschutzgrÅnden gelîscht ;2;1;;1;0;0;0;0;;0;1;0;1;0;0;;0;0;0;0;0;0;0;0;0;1;0;4;;4;3;3;9;1;3;;1;2;1;1;1;2;1;2;1;;;2;;4;;1;0;1;0;0;0;1;3;;1;;2;2;2;2;;1;1;2;2;;4;1;4;2;2;2;;2;9;2;2;2;3;2;2;3;3;2;;0;1;0;1;1;1;1;1;0;0;0;0;;3;;9;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;4;3;3;1;3;5;14;3;6
